samplename,key,value
20200207T0230-KUM-Otomi-Bottom,samp_taxon_id,metagenome
20200207T0230-KUM-Otomi-Bottom,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200207T0230-KUM-Otomi-Bottom,collection_date,2020-02-07T11:30:00+09:00
20200207T0230-KUM-Otomi-Bottom,collection_date_local,2020-02-07T11:30:00+09:00
20200207T0230-KUM-Otomi-Bottom,collection_date_utc,2020-02-07T02:30:00Z
20200207T0230-KUM-Otomi-Bottom,samp_size,2000
20200207T0230-KUM-Otomi-Bottom,size_frac_low,0.45
20200207T0230-KUM-Otomi-Bottom,num_filter,2
20200207T0230-KUM-Otomi-Bottom,filter_prod_name,Sterivex-HV
20200207T0230-KUM-Otomi-Bottom,samp_store_temp,-20
20200207T0230-KUM-Otomi-Bottom,samp_store_sol,RNAlater
20200211T0400-AKU-Hiai,samp_name,20200211T0400-AKU-Hiai
20200211T0400-AKU-Hiai,project_name,ANEMONE 2020KibanS
20200211T0400-AKU-Hiai,correspondence,Yasuhisa Henmi
20200211T0400-AKU-Hiai,worldmesh,20483063
20200211T0400-AKU-Hiai,lat_lon,32.54166667 130.43750000
20200211T0400-AKU-Hiai,samp_taxon_id,metagenome
20200211T0400-AKU-Hiai,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200211T0400-AKU-Hiai,collection_date,2020-02-11T13:00:00+09:00
20200211T0400-AKU-Hiai,collection_date_local,2020-02-11T13:00:00+09:00
20200211T0400-AKU-Hiai,collection_date_utc,2020-02-11T04:00:00Z
20200211T0400-AKU-Hiai,samp_size,2000
20200211T0400-AKU-Hiai,size_frac_low,0.45
20200211T0400-AKU-Hiai,num_filter,2
20200211T0400-AKU-Hiai,filter_prod_name,Sterivex-HV
20200211T0400-AKU-Hiai,samp_store_temp,-20
20200211T0400-AKU-Hiai,samp_store_sol,RNAlater
20200212T0036-AMS-Asamushi,samp_name,20200212T0036-AMS-Asamushi
20200212T0036-AMS-Asamushi,project_name,ANEMONE 2020KibanS
20200212T0036-AMS-Asamushi,correspondence,Hirokazu Abe
20200212T0036-AMS-Asamushi,worldmesh,20614026
20200212T0036-AMS-Asamushi,lat_lon,40.87500000 140.81250000
20200212T0036-AMS-Asamushi,samp_taxon_id,metagenome
20200212T0036-AMS-Asamushi,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200212T0036-AMS-Asamushi,collection_date,2020-02-12T9:36:00+09:00
20200212T0036-AMS-Asamushi,collection_date_local,2020-02-12T9:36:00+09:00
20200212T0036-AMS-Asamushi,collection_date_utc,2020-02-12T00:36:00Z
20200212T0036-AMS-Asamushi,samp_size,2000
20200212T0036-AMS-Asamushi,size_frac_low,0.45
20200212T0036-AMS-Asamushi,num_filter,2
20200212T0036-AMS-Asamushi,filter_prod_name,Sterivex-HV
20200212T0036-AMS-Asamushi,samp_store_temp,-20
20200212T0036-AMS-Asamushi,samp_store_sol,RNAlater
20200212T0036-AMS-Asamushi-NC,samp_name,20200212T0036-AMS-Asamushi-NC
20200212T0036-AMS-Asamushi-NC,project_name,ANEMONE 2020KibanS
20200212T0036-AMS-Asamushi-NC,correspondence,Hirokazu Abe
20200212T0036-AMS-Asamushi-NC,samp_taxon_id,blank sample
20200212T0036-AMS-Asamushi-NC,samp_collec_device,bucket
20200212T0036-AMS-Asamushi-NC,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200212T0036-AMS-Asamushi-NC,collection_date,2020-02-12T9:36:00+09:00
20200212T0036-AMS-Asamushi-NC,collection_date_local,2020-02-12T9:36:00+09:00
20200212T0036-AMS-Asamushi-NC,collection_date_utc,2020-02-12T00:36:00Z
20200212T0036-AMS-Asamushi-NC,temp,4.7
20200212T0036-AMS-Asamushi-NC,salinity,2.71
20200212T0036-AMS-Asamushi-NC,samp_size,500
20200212T0036-AMS-Asamushi-NC,size_frac_low,0.45
20200212T0036-AMS-Asamushi-NC,num_filter,1
20200212T0036-AMS-Asamushi-NC,filter_prod_name,Sterivex-HV
20200212T0036-AMS-Asamushi-NC,samp_store_temp,-20
20200212T0036-AMS-Asamushi-NC,samp_store_sol,RNAlater
20200212T0120-KUM-Nagahama,samp_name,20200212T0120-KUM-Nagahama
20200212T0120-KUM-Nagahama,project_name,ANEMONE 2020KibanS
20200212T0120-KUM-Nagahama,correspondence,Reiji Masuda
20200212T0120-KUM-Nagahama,worldmesh,20533512
20200212T0120-KUM-Nagahama,lat_lon,35.45833333 135.31250000
20200212T0120-KUM-Nagahama,samp_taxon_id,metagenome
20200212T0120-KUM-Nagahama,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200212T0120-KUM-Nagahama,collection_date,2020-02-12T10:20:00+09:00
20200212T0120-KUM-Nagahama,collection_date_local,2020-02-12T10:20:00+09:00
20200212T0120-KUM-Nagahama,collection_date_utc,2020-02-12T01:20:00Z
20200212T0120-KUM-Nagahama,samp_size,2000
20200212T0120-KUM-Nagahama,size_frac_low,0.45
20200212T0120-KUM-Nagahama,num_filter,2
20200212T0120-KUM-Nagahama,filter_prod_name,Sterivex-HV
20200212T0120-KUM-Nagahama,samp_store_temp,-20
20200212T0120-KUM-Nagahama,samp_store_sol,RNAlater
20200212T0430-SAD-SadoRinkai,samp_name,20200212T0430-SAD-SadoRinkai
20200212T0430-SAD-SadoRinkai,project_name,ANEMONE 2020KibanS
20200212T0430-SAD-SadoRinkai,correspondence,Hironori Ando
20200212T0430-SAD-SadoRinkai,worldmesh,20573801
20200212T0430-SAD-SadoRinkai,lat_lon,38.04166667 138.18750000
20200212T0430-SAD-SadoRinkai,samp_taxon_id,metagenome
20200212T0430-SAD-SadoRinkai,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200212T0430-SAD-SadoRinkai,collection_date,2020-02-12T13:30:00+09:00
20200212T0430-SAD-SadoRinkai,collection_date_local,2020-02-12T13:30:00+09:00
20200212T0430-SAD-SadoRinkai,collection_date_utc,2020-02-12T04:30:00Z
20200212T0430-SAD-SadoRinkai,samp_size,1000
20200212T0430-SAD-SadoRinkai,size_frac_low,0.45
20200212T0430-SAD-SadoRinkai,num_filter,1
20200212T0430-SAD-SadoRinkai,filter_prod_name,Sterivex-HV
20200212T0430-SAD-SadoRinkai,samp_store_temp,-20
20200212T0430-SAD-SadoRinkai,samp_store_sol,RNAlater
20200212T0430-SAD-SadoRinkai-NC,samp_name,20200212T0430-SAD-SadoRinkai-NC
20200212T0430-SAD-SadoRinkai-NC,project_name,ANEMONE 2020KibanS
20200212T0430-SAD-SadoRinkai-NC,correspondence,Hironori Ando
20200212T0430-SAD-SadoRinkai-NC,samp_taxon_id,blank sample
20200212T0430-SAD-SadoRinkai-NC,samp_collec_device,bucket
20200212T0430-SAD-SadoRinkai-NC,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200212T0430-SAD-SadoRinkai-NC,collection_date,2020-02-12T13:30:00+09:00
20200212T0430-SAD-SadoRinkai-NC,collection_date_local,2020-02-12T13:30:00+09:00
20200212T0430-SAD-SadoRinkai-NC,collection_date_utc,2020-02-12T04:30:00Z
20200212T0430-SAD-SadoRinkai-NC,temp,10.8
20200212T0430-SAD-SadoRinkai-NC,salinity,2.91
20200212T0430-SAD-SadoRinkai-NC,samp_size,500
20200212T0430-SAD-SadoRinkai-NC,size_frac_low,0.45
20200212T0430-SAD-SadoRinkai-NC,num_filter,1
20200212T0430-SAD-SadoRinkai-NC,filter_prod_name,Sterivex-HV
20200212T0430-SAD-SadoRinkai-NC,samp_store_temp,-20
20200212T0430-SAD-SadoRinkai-NC,samp_store_sol,RNAlater
20200212T0437-AKS-AkkeshiRinkai,samp_name,20200212T0437-AKS-AkkeshiRinkai
20200212T0437-AKS-AkkeshiRinkai,project_name,ANEMONE 2020KibanS
20200212T0437-AKS-AkkeshiRinkai,correspondence,Masahiro Nakaoka
20200212T0437-AKS-AkkeshiRinkai,worldmesh,20644446
20200212T0437-AKS-AkkeshiRinkai,lat_lon,43.04166667 144.81250000
20200212T0437-AKS-AkkeshiRinkai,samp_taxon_id,metagenome
20200212T0437-AKS-AkkeshiRinkai,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200212T0437-AKS-AkkeshiRinkai,collection_date,2020-02-12T13:37:00+09:00
20200212T0437-AKS-AkkeshiRinkai,collection_date_local,2020-02-12T13:37:00+09:00
20200212T0437-AKS-AkkeshiRinkai,collection_date_utc,2020-02-12T04:37:00Z
20200212T0437-AKS-AkkeshiRinkai,samp_size,2000
20200212T0437-AKS-AkkeshiRinkai,size_frac_low,0.45
20200212T0437-AKS-AkkeshiRinkai,num_filter,2
20200212T0437-AKS-AkkeshiRinkai,filter_prod_name,Sterivex-HV
20200212T0437-AKS-AkkeshiRinkai,samp_store_temp,-20
20200212T0437-AKS-AkkeshiRinkai,samp_store_sol,RNAlater
20200212T0437-AKS-AkkeshiRinkai-NC,samp_name,20200212T0437-AKS-AkkeshiRinkai-NC
20200212T0437-AKS-AkkeshiRinkai-NC,project_name,ANEMONE 2020KibanS
20200212T0437-AKS-AkkeshiRinkai-NC,correspondence,Masahiro Nakaoka
20200212T0437-AKS-AkkeshiRinkai-NC,samp_taxon_id,blank sample
20200212T0437-AKS-AkkeshiRinkai-NC,samp_collec_device,bucket
20200212T0437-AKS-AkkeshiRinkai-NC,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200212T0437-AKS-AkkeshiRinkai-NC,collection_date,2020-02-12T13:37:00+09:00
20200212T0437-AKS-AkkeshiRinkai-NC,collection_date_local,2020-02-12T13:37:00+09:00
20200212T0437-AKS-AkkeshiRinkai-NC,collection_date_utc,2020-02-12T04:37:00Z
20200212T0437-AKS-AkkeshiRinkai-NC,temp,4.5
20200212T0437-AKS-AkkeshiRinkai-NC,salinity,3.09
20200212T0437-AKS-AkkeshiRinkai-NC,samp_size,500
20200212T0437-AKS-AkkeshiRinkai-NC,size_frac_low,0.45
20200212T0437-AKS-AkkeshiRinkai-NC,num_filter,1
20200212T0437-AKS-AkkeshiRinkai-NC,filter_prod_name,Sterivex-HV
20200212T0437-AKS-AkkeshiRinkai-NC,samp_store_temp,-20
20200212T0437-AKS-AkkeshiRinkai-NC,samp_store_sol,RNAlater
20200212T0520-OCF-Bise,samp_name,20200212T0520-OCF-Bise
20200212T0520-OCF-Bise,project_name,ANEMONE 2020KibanS
20200212T0520-OCF-Bise,correspondence,Shin-ichiro Oka
20200212T0520-OCF-Bise,worldmesh,20402707
20200212T0520-OCF-Bise,lat_lon,26.70833333 127.93750000
20200212T0520-OCF-Bise,samp_taxon_id,metagenome
20200212T0520-OCF-Bise,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200212T0520-OCF-Bise,collection_date,2020-02-12T14:20:00+09:00
20200212T0520-OCF-Bise,collection_date_local,2020-02-12T14:20:00+09:00
20200212T0520-OCF-Bise,collection_date_utc,2020-02-12T05:20:00Z
20200212T0520-OCF-Bise,samp_size,2000
20200212T0520-OCF-Bise,size_frac_low,0.45
20200212T0520-OCF-Bise,num_filter,2
20200212T0520-OCF-Bise,filter_prod_name,Sterivex-HV
20200212T0520-OCF-Bise,samp_store_temp,-20
20200212T0520-OCF-Bise,samp_store_sol,RNAlater
20200212T0650-OCF-Kayo,samp_name,20200212T0650-OCF-Kayo
20200212T0650-OCF-Kayo,project_name,ANEMONE 2020KibanS
20200212T0650-OCF-Kayo,correspondence,Shin-ichiro Oka
20200212T0650-OCF-Kayo,worldmesh,20392860
20200212T0650-OCF-Kayo,lat_lon,26.54166667 128.06250000
20200212T0650-OCF-Kayo,samp_taxon_id,metagenome
20200212T0650-OCF-Kayo,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200212T0650-OCF-Kayo,collection_date,2020-02-12T15:50:00+09:00
20200212T0650-OCF-Kayo,collection_date_local,2020-02-12T15:50:00+09:00
20200212T0650-OCF-Kayo,collection_date_utc,2020-02-12T06:50:00Z
20200212T0650-OCF-Kayo,samp_size,2000
20200212T0650-OCF-Kayo,size_frac_low,0.45
20200212T0650-OCF-Kayo,num_filter,2
20200212T0650-OCF-Kayo,filter_prod_name,Sterivex-HV
20200212T0650-OCF-Kayo,samp_store_temp,-20
20200212T0650-OCF-Kayo,samp_store_sol,RNAlater
20200214T0111-OKI-OkiRinkai,samp_name,20200214T0111-OKI-OkiRinkai
20200214T0111-OKI-OkiRinkai,project_name,ANEMONE 2020KibanS
20200214T0111-OKI-OkiRinkai,correspondence,Masa-aki Yoshida
20200214T0111-OKI-OkiRinkai,worldmesh,20543322
20200214T0111-OKI-OkiRinkai,lat_lon,36.20833333 133.31250000
20200214T0111-OKI-OkiRinkai,samp_taxon_id,metagenome
20200214T0111-OKI-OkiRinkai,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200214T0111-OKI-OkiRinkai,collection_date,2020-02-14T10:11:00+09:00
20200214T0111-OKI-OkiRinkai,collection_date_local,2020-02-14T10:11:00+09:00
20200214T0111-OKI-OkiRinkai,collection_date_utc,2020-02-14T01:11:00Z
20200214T0111-OKI-OkiRinkai,samp_size,2000
20200214T0111-OKI-OkiRinkai,size_frac_low,0.45
20200214T0111-OKI-OkiRinkai,num_filter,2
20200214T0111-OKI-OkiRinkai,filter_prod_name,Sterivex-HV
20200214T0111-OKI-OkiRinkai,samp_store_temp,-20
20200214T0111-OKI-OkiRinkai,samp_store_sol,RNAlater
20200214T0420-HUF-MutsuSekine,samp_name,20200214T0420-HUF-MutsuSekine
20200214T0420-HUF-MutsuSekine,project_name,ANEMONE 2020KibanS
20200214T0420-HUF-MutsuSekine,correspondence,Akihide Kasai
20200214T0420-HUF-MutsuSekine,worldmesh,20624101
20200214T0420-HUF-MutsuSekine,lat_lon,41.37500000 141.18750000
20200214T0420-HUF-MutsuSekine,samp_taxon_id,metagenome
20200214T0420-HUF-MutsuSekine,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200214T0420-HUF-MutsuSekine,collection_date,2020-02-14T13:20:00+09:00
20200214T0420-HUF-MutsuSekine,collection_date_local,2020-02-14T13:20:00+09:00
20200214T0420-HUF-MutsuSekine,collection_date_utc,2020-02-14T04:20:00Z
20200214T0420-HUF-MutsuSekine,samp_size,2000
20200214T0420-HUF-MutsuSekine,size_frac_low,0.45
20200214T0420-HUF-MutsuSekine,num_filter,2
20200214T0420-HUF-MutsuSekine,filter_prod_name,Sterivex-HV
20200214T0420-HUF-MutsuSekine,samp_store_temp,-20
20200214T0420-HUF-MutsuSekine,samp_store_sol,RNAlater
20200218T0115-KUM-Nagahama,samp_name,20200218T0115-KUM-Nagahama
20200218T0115-KUM-Nagahama,project_name,ANEMONE 2020KibanS
20200218T0115-KUM-Nagahama,correspondence,Reiji Masuda
20200218T0115-KUM-Nagahama,worldmesh,20533512
20200218T0115-KUM-Nagahama,lat_lon,35.45833333 135.31250000
20200218T0115-KUM-Nagahama,samp_taxon_id,metagenome
20200218T0115-KUM-Nagahama,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200218T0115-KUM-Nagahama,collection_date,2020-02-18T10:15:00+09:00
20200218T0115-KUM-Nagahama,collection_date_local,2020-02-18T10:15:00+09:00
20200218T0115-KUM-Nagahama,collection_date_utc,2020-02-18T01:15:00Z
20200218T0115-KUM-Nagahama,samp_size,2000
20200218T0115-KUM-Nagahama,size_frac_low,0.45
20200218T0115-KUM-Nagahama,num_filter,2
20200218T0115-KUM-Nagahama,filter_prod_name,Sterivex-HV
20200218T0115-KUM-Nagahama,samp_store_temp,-20
20200218T0115-KUM-Nagahama,samp_store_sol,RNAlater
20200219T0130-AMS-Asamushi,samp_name,20200219T0130-AMS-Asamushi
20200219T0130-AMS-Asamushi,project_name,ANEMONE 2020KibanS
20200219T0130-AMS-Asamushi,correspondence,Hirokazu Abe
20200219T0130-AMS-Asamushi,worldmesh,20614026
20200219T0130-AMS-Asamushi,lat_lon,40.87500000 140.81250000
20200219T0130-AMS-Asamushi,samp_taxon_id,metagenome
20200219T0130-AMS-Asamushi,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200219T0130-AMS-Asamushi,collection_date,2020-02-19T10:30:00+09:00
20200219T0130-AMS-Asamushi,collection_date_local,2020-02-19T10:30:00+09:00
20200219T0130-AMS-Asamushi,collection_date_utc,2020-02-19T01:30:00Z
20200219T0130-AMS-Asamushi,samp_size,2000
20200219T0130-AMS-Asamushi,size_frac_low,0.45
20200219T0130-AMS-Asamushi,num_filter,2
20200219T0130-AMS-Asamushi,filter_prod_name,Sterivex-HV
20200219T0130-AMS-Asamushi,samp_store_temp,-20
20200219T0130-AMS-Asamushi,samp_store_sol,RNAlater
20200219T0810-AKU-Hiai,samp_name,20200219T0810-AKU-Hiai
20200219T0810-AKU-Hiai,project_name,ANEMONE 2020KibanS
20200219T0810-AKU-Hiai,correspondence,Yasuhisa Henmi
20200219T0810-AKU-Hiai,worldmesh,20483063
20200219T0810-AKU-Hiai,lat_lon,32.54166667 130.43750000
20200219T0810-AKU-Hiai,samp_taxon_id,metagenome
20200219T0810-AKU-Hiai,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200219T0810-AKU-Hiai,collection_date,2020-02-19T17:10:00+09:00
20200219T0810-AKU-Hiai,collection_date_local,2020-02-19T17:10:00+09:00
20200219T0810-AKU-Hiai,collection_date_utc,2020-02-19T08:10:00Z
20200219T0810-AKU-Hiai,samp_size,2000
20200219T0810-AKU-Hiai,size_frac_low,0.45
20200219T0810-AKU-Hiai,num_filter,2
20200219T0810-AKU-Hiai,filter_prod_name,Sterivex-HV
20200219T0810-AKU-Hiai,samp_store_temp,-20
20200219T0810-AKU-Hiai,samp_store_sol,RNAlater
20200220T0145-SZW-Takihama,samp_name,20200220T0145-SZW-Takihama
20200220T0145-SZW-Takihama,project_name,ANEMONE 2020KibanS
20200220T0145-SZW-Takihama,correspondence,Akihiro Dazai
20200220T0145-SZW-Takihama,worldmesh,20574173
20200220T0145-SZW-Takihama,lat_lon,38.62500000 141.43750000
20200220T0145-SZW-Takihama,samp_taxon_id,metagenome
20200220T0145-SZW-Takihama,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200220T0145-SZW-Takihama,collection_date,2020-02-20T10:45:00+09:00
20200220T0145-SZW-Takihama,collection_date_local,2020-02-20T10:45:00+09:00
20200220T0145-SZW-Takihama,collection_date_utc,2020-02-20T01:45:00Z
20200220T0145-SZW-Takihama,samp_size,2000
20200220T0145-SZW-Takihama,size_frac_low,0.45
20200220T0145-SZW-Takihama,num_filter,2
20200220T0145-SZW-Takihama,filter_prod_name,Sterivex-HV
20200220T0145-SZW-Takihama,samp_store_temp,-20
20200220T0145-SZW-Takihama,samp_store_sol,RNAlater
20200220T2350-FRA-SetonaikaiWest,samp_name,20200220T2350-FRA-SetonaikaiWest
20200220T2350-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20200220T2350-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20200220T2350-FRA-SetonaikaiWest,worldmesh,20513232
20200220T2350-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20200220T2350-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20200220T2350-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200220T2350-FRA-SetonaikaiWest,collection_date,2020-02-21T8:50:00+09:00
20200220T2350-FRA-SetonaikaiWest,collection_date_local,2020-02-21T8:50:00+09:00
20200220T2350-FRA-SetonaikaiWest,collection_date_utc,2020-02-20T23:50:00Z
20200220T2350-FRA-SetonaikaiWest,samp_size,2000
20200220T2350-FRA-SetonaikaiWest,size_frac_low,0.45
20200220T2350-FRA-SetonaikaiWest,num_filter,2
20200220T2350-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20200220T2350-FRA-SetonaikaiWest,samp_store_temp,-20
20200220T2350-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20200221T0025-HUF-Nanaehama,samp_name,20200221T0025-HUF-Nanaehama
20200221T0025-HUF-Nanaehama,project_name,ANEMONE 2020KibanS
20200221T0025-HUF-Nanaehama,correspondence,Akihide Kasai
20200221T0025-HUF-Nanaehama,worldmesh,20624055
20200221T0025-HUF-Nanaehama,lat_lon,41.79166667 140.68750000
20200221T0025-HUF-Nanaehama,samp_taxon_id,metagenome
20200221T0025-HUF-Nanaehama,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200221T0025-HUF-Nanaehama,collection_date,2020-02-21T9:25:00+09:00
20200221T0025-HUF-Nanaehama,collection_date_local,2020-02-21T9:25:00+09:00
20200221T0025-HUF-Nanaehama,collection_date_utc,2020-02-21T00:25:00Z
20200221T0025-HUF-Nanaehama,samp_size,1250
20200221T0025-HUF-Nanaehama,size_frac_low,0.45
20200221T0025-HUF-Nanaehama,num_filter,2
20200221T0025-HUF-Nanaehama,filter_prod_name,Sterivex-HV
20200221T0025-HUF-Nanaehama,samp_store_temp,-20
20200221T0025-HUF-Nanaehama,samp_store_sol,RNAlater
20200225T0110-KUM-Nagahama,samp_name,20200225T0110-KUM-Nagahama
20200225T0110-KUM-Nagahama,project_name,ANEMONE 2020KibanS
20200225T0110-KUM-Nagahama,correspondence,Reiji Masuda
20200225T0110-KUM-Nagahama,worldmesh,20533512
20200225T0110-KUM-Nagahama,lat_lon,35.45833333 135.31250000
20200225T0110-KUM-Nagahama,samp_taxon_id,metagenome
20200225T0110-KUM-Nagahama,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200225T0110-KUM-Nagahama,collection_date,2020-02-25T10:10:00+09:00
20200225T0110-KUM-Nagahama,collection_date_local,2020-02-25T10:10:00+09:00
20200225T0110-KUM-Nagahama,collection_date_utc,2020-02-25T01:10:00Z
20200225T0110-KUM-Nagahama,samp_size,2000
20200225T0110-KUM-Nagahama,size_frac_low,0.45
20200225T0110-KUM-Nagahama,num_filter,2
20200225T0110-KUM-Nagahama,filter_prod_name,Sterivex-HV
20200225T0110-KUM-Nagahama,samp_store_temp,-20
20200225T0110-KUM-Nagahama,samp_store_sol,RNAlater
20200225T0310-AKU-Hiai,samp_name,20200225T0310-AKU-Hiai
20200225T0310-AKU-Hiai,project_name,ANEMONE 2020KibanS
20200225T0310-AKU-Hiai,correspondence,Yasuhisa Henmi
20200225T0310-AKU-Hiai,worldmesh,20483063
20200225T0310-AKU-Hiai,lat_lon,32.54166667 130.43750000
20200225T0310-AKU-Hiai,samp_taxon_id,metagenome
20200225T0310-AKU-Hiai,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200225T0310-AKU-Hiai,collection_date,2020-02-25T12:10:00+09:00
20200225T0310-AKU-Hiai,collection_date_local,2020-02-25T12:10:00+09:00
20200225T0310-AKU-Hiai,collection_date_utc,2020-02-25T03:10:00Z
20200225T0310-AKU-Hiai,samp_size,2000
20200225T0310-AKU-Hiai,size_frac_low,0.45
20200225T0310-AKU-Hiai,num_filter,2
20200225T0310-AKU-Hiai,filter_prod_name,Sterivex-HV
20200225T0310-AKU-Hiai,samp_store_temp,-20
20200225T0310-AKU-Hiai,samp_store_sol,RNAlater
20200225T0310-AKU-Hiai-NC,samp_name,20200225T0310-AKU-Hiai-NC
20200225T0310-AKU-Hiai-NC,project_name,ANEMONE 2020KibanS
20200225T0310-AKU-Hiai-NC,correspondence,Yasuhisa Henmi
20200225T0310-AKU-Hiai-NC,samp_taxon_id,blank sample
20200225T0310-AKU-Hiai-NC,samp_collec_device,bucket
20200225T0310-AKU-Hiai-NC,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200225T0310-AKU-Hiai-NC,collection_date,2020-02-25T12:10:00+09:00
20200225T0310-AKU-Hiai-NC,collection_date_local,2020-02-25T12:10:00+09:00
20200225T0310-AKU-Hiai-NC,collection_date_utc,2020-02-25T03:10:00Z
20200225T0310-AKU-Hiai-NC,samp_size,500
20200225T0310-AKU-Hiai-NC,size_frac_low,0.45
20200225T0310-AKU-Hiai-NC,num_filter,1
20200225T0310-AKU-Hiai-NC,filter_prod_name,Sterivex-HV
20200225T0310-AKU-Hiai-NC,samp_store_temp,-20
20200225T0310-AKU-Hiai-NC,samp_store_sol,RNAlater
20200226T0604-AMS-Asamushi,samp_name,20200226T0604-AMS-Asamushi
20200226T0604-AMS-Asamushi,project_name,ANEMONE 2020KibanS
20200226T0604-AMS-Asamushi,correspondence,Hirokazu Abe
20200226T0604-AMS-Asamushi,worldmesh,20614026
20200226T0604-AMS-Asamushi,lat_lon,40.87500000 140.81250000
20200226T0604-AMS-Asamushi,samp_taxon_id,metagenome
20200226T0604-AMS-Asamushi,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200226T0604-AMS-Asamushi,collection_date,2020-02-26T15:04:00+09:00
20200226T0604-AMS-Asamushi,collection_date_local,2020-02-26T15:04:00+09:00
20200226T0604-AMS-Asamushi,collection_date_utc,2020-02-26T06:04:00Z
20200226T0604-AMS-Asamushi,samp_size,2000
20200226T0604-AMS-Asamushi,size_frac_low,0.45
20200226T0604-AMS-Asamushi,num_filter,2
20200226T0604-AMS-Asamushi,filter_prod_name,Sterivex-HV
20200226T0604-AMS-Asamushi,samp_store_temp,-20
20200226T0604-AMS-Asamushi,samp_store_sol,RNAlater
20200227T0605-OCF-Kayo,samp_name,20200227T0605-OCF-Kayo
20200227T0605-OCF-Kayo,project_name,ANEMONE 2020KibanS
20200227T0605-OCF-Kayo,correspondence,Shin-ichiro Oka
20200227T0605-OCF-Kayo,worldmesh,20392860
20200227T0605-OCF-Kayo,lat_lon,26.54166667 128.06250000
20200227T0605-OCF-Kayo,samp_taxon_id,metagenome
20200227T0605-OCF-Kayo,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200227T0605-OCF-Kayo,collection_date,2020-02-27T15:05:00+09:00
20200227T0605-OCF-Kayo,collection_date_local,2020-02-27T15:05:00+09:00
20200227T0605-OCF-Kayo,collection_date_utc,2020-02-27T06:05:00Z
20200227T0605-OCF-Kayo,samp_size,2000
20200227T0605-OCF-Kayo,size_frac_low,0.45
20200227T0605-OCF-Kayo,num_filter,2
20200227T0605-OCF-Kayo,filter_prod_name,Sterivex-HV
20200227T0605-OCF-Kayo,samp_store_temp,-20
20200227T0605-OCF-Kayo,samp_store_sol,RNAlater
20200227T2310-OCF-Bise,samp_name,20200227T2310-OCF-Bise
20200227T2310-OCF-Bise,project_name,ANEMONE 2020KibanS
20200227T2310-OCF-Bise,correspondence,Shin-ichiro Oka
20200227T2310-OCF-Bise,worldmesh,20402707
20200227T2310-OCF-Bise,lat_lon,26.70833333 127.93750000
20200227T2310-OCF-Bise,samp_taxon_id,metagenome
20200227T2310-OCF-Bise,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20200227T2310-OCF-Bise,collection_date,2020-02-28T8:10:00+09:00
20200227T2310-OCF-Bise,collection_date_local,2020-02-28T8:10:00+09:00
20200227T2310-OCF-Bise,collection_date_utc,2020-02-27T23:10:00Z
20200227T2310-OCF-Bise,samp_size,2000
20200227T2310-OCF-Bise,size_frac_low,0.45
20200227T2310-OCF-Bise,num_filter,2
20200227T2310-OCF-Bise,filter_prod_name,Sterivex-HV
20200227T2310-OCF-Bise,samp_store_temp,-20
20200227T2310-OCF-Bise,samp_store_sol,RNAlater
20200228T0005-FRA-SetonaikaiWest,samp_name,20200228T0005-FRA-SetonaikaiWest
20200228T0005-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20200228T0005-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20200228T0005-FRA-SetonaikaiWest,worldmesh,20513232
